brightness,contrast,complexity,sharpness,endge_density,edge_distance,saliency,saliency_consistency,entropy,com_x_s,com_y_s,dcm_x,dcm_y,color_variety,colorful,colorful_emd,color_entropy,pixel_density,palette_ratio,palette_std
0.9804177964663675,0.07477157271775853,19.445106177527524,0.7558300088652482,0.011933732269503547,0.29297952963340057,0.42697146172298706,0.44,1.515754,0.5019745900355403,0.502322040829477,0.0019745900355403467,0.0023220408294769568,17.86913186233044,14.72421431986515,20.611752726973577,0.7514644972770455,0.023257978723404293,0.7764429603678494,0.17063247067045742
0.7822897805484964,0.397348411662835,33.59928771526843,0.9282232105040237,0.024509741634900467,0.3372591132642605,0.06550037372000897,0.52,3.5351038,0.5555710706946094,0.48485728954148016,0.055571070694609426,0.015142710458519837,76.69657477992708,73.29067734485072,55.853927625874945,0.476854247152821,0.3263670055061415,0.7111112004027201,0.24198425922667954
0.783278084192008,0.390924305881856,32.390462952493415,0.893175360870071,0.03270948800911713,0.34972739448856377,0.07443390127134716,0.52,4.4245014,0.477426536388645,0.5707279608715479,0.022573463611354982,0.07072796087154787,76.16755411605128,51.753810632054076,54.826876105230966,0.08975857031282196,0.31591830859837877,0.7344849328029684,0.1314574233683508
0.7214150766225961,0.48356326179375275,28.249377107673208,0.8560835798816568,0.027174556213017752,0.307131217013123,0.12211822233824496,0.52,4.293657,0.5612480478353342,0.4929589447935023,0.06124804783533422,0.007041055206497726,85.81842205522992,42.142964716747464,52.97543416786888,0.2116930794280858,0.3510157790927022,0.7225203525733246,0.21790567403756167
0.879877705663331,0.19910159949629386,52.01476636004293,0.9219639513108614,0.08517790262172284,0.332840751538079,0.2856200383711537,0.44,5.6598186,0.5063441351607122,0.5008210302216536,0.006344135160712194,0.0008210302216535847,43.116593163565895,20.223760725326525,33.04587122515058,1.0943834582899454,0.1501743913857677,0.7737898594684526,0.17989265828030437
0.9498645146122685,0.10496653125106235,18.477974925867485,0.7706555555555555,0.015454629629629629,0.30332253315339386,0.5367436274509804,0.44,4.0463147,0.500607499389517,0.5006505857355542,0.0006074993895169856,0.00065058573555421,24.967426546220484,22.218237592859772,22.632271134466848,0.9641663574582353,0.060555555555555585,0.772254065995987,0.18782559709507246
0.9082884712313896,0.16078974350104927,29.584386160660863,0.8823955748552523,0.029492349048800662,0.32585218831660623,0.1494658403477189,0.56,3.676993,0.49597988898073014,0.5101439675695529,0.004020111019269856,0.010143967569552936,36.82976021849106,45.565798264538316,29.435761893471238,0.7508602934249223,0.11668527708850285,0.6558788254668663,0.25610144271230667
0.8875494204661886,0.18074506901510437,44.359527637400944,0.8536106557377049,0.048004098360655736,0.3506550151146755,0.09448607093110468,0.48,3.8739347,0.5047839340583633,0.5102331955495875,0.004783934058363304,0.01023319554958746,40.385603600495756,25.22896898232623,33.11028387917938,1.0328857604175397,0.2752814207650274,0.849272860160426,0.09853166552916003
0.8626977265306447,0.2583587539789818,18.27973997484727,0.6188965341488277,0.0474592252803262,0.3672291092085958,0.3486419569866683,0.36,5.0039763,0.50437884393658,0.5380797508036981,0.004378843936579946,0.038079750803698076,55.44522041516531,17.451880686388503,36.87513362335733,1.3116567542806568,0.17443297655453616,0.7735661536381723,0.11299749287875233
0.9319679354723874,0.15578918029178881,25.109294315396642,0.7830237741456166,0.027336552748885586,0.34270125675709134,0.07150621060707592,0.52,3.427659,0.49459080350226486,0.5067866707897923,0.005409196497735136,0.006786670789792337,38.57751608101042,38.00815364838546,29.781974843050946,0.431324003298509,0.09850668647845473,0.7536222245581068,0.24078012193707388
0.9145783396486149,0.232762663954102,31.233008792113615,0.8551146684831971,0.02860921889191644,0.3597288646412392,0.06243377678046696,0.56,3.1932762,0.4891429530113299,0.5090669098789035,0.010857046988670127,0.009066909878903462,54.5384550459436,20.990118482817564,32.32620109499935,0.851846913906557,0.10285649409627606,0.7194855540892395,0.14448066964394263
0.9126464058310991,0.21710266335822778,31.717925053252866,0.8031222073279713,0.03562444146559428,0.3726418940486831,0.10513997529306629,0.52,3.2173378,0.49578530594048087,0.5050448234585937,0.004214694059519131,0.005044823458593695,52.3347536340617,40.98543320744425,34.18436135966094,1.2954872793720396,0.1216465594280608,0.8120584949459678,0.15560742978436373
0.8255171510568513,0.2868774571012035,28.965933975171797,0.793135325558795,0.04197643343051506,0.34885303712068105,0.18371993082947466,0.44,4.6500187,0.512159588940679,0.5043394068458548,0.012159588940679034,0.004339406845854765,60.49609972876602,45.771360697392225,39.24391607820891,0.552080427492486,0.3822448979591837,0.7981541934048597,0.14743565966191088
0.9166520244021281,0.22146902134782961,24.81479418805216,0.8010893383902233,0.03520227560050569,0.34360928543193237,0.16484947902464822,0.44,2.4934316,0.5131209864540676,0.515489152714263,0.013120986454067562,0.015489152714262988,50.21944646914806,6.8909245994470645,30.880175803402352,0.12742584314398506,0.11347239780868101,0.8113680558988254,0.11887974228645823
0.8918424412869144,0.2194448117172813,27.08039032001759,0.9138229803122878,0.023136456211812626,0.3443692865256191,0.10330653395098705,0.44,3.5892634,0.4881567599908187,0.5087224309147188,0.0118432400091813,0.008722430914718804,54.166046407500055,71.58987969895743,40.920345990800755,1.232989084722315,0.22000594025797693,0.8154989436286685,0.1820121162876561
0.8803650975041714,0.288571633861081,37.83357122948176,0.9242139414163886,0.03231738969225065,0.33051923537492855,0.08741387671123325,0.56,3.115099,0.4890574282700719,0.5150140089753764,0.010942571729928074,0.015014008975376414,66.6271006936554,22.269213226983062,34.21695552156224,0.916640457735896,0.11922599184278826,0.5914879680743522,0.2037826598354464
0.9357056206597223,0.15924814707464693,24.756296531166708,0.8679540598290598,0.021094017094017092,0.34357235369100164,0.17763506787330316,0.52,3.5797546,0.5010802556708011,0.49654953113594225,0.0010802556708010558,0.003450468864057754,41.67663554849928,47.76345554534262,31.00147439840667,1.3645317298416266,0.10632799145299143,0.725678611676315,0.29007475180520226
0.8448619321469908,0.3128339931277942,25.010112732430017,0.8503833333333334,0.02851574074074074,0.32599034978147917,0.0817147204066812,0.56,3.6662993,0.5248269537391097,0.5286370393652319,0.024826953739109703,0.028637039365231876,67.61955669916395,51.237676620956655,41.795434486769324,0.5749497031603226,0.16957777777777783,0.68582073165216,0.2323674103690841
0.9156798938869201,0.17143736783867786,30.672475417235113,0.8793760738831615,0.033433204467353955,0.364650502431098,0.17520847230644834,0.56,4.402938,0.494122673195265,0.5112201427498027,0.005877326804735017,0.011220142749802653,41.07481562504597,42.825471109287264,35.00215476503203,0.8447810387214758,0.24500859106529205,0.8440498534936884,0.20090095845083486
0.9165124082851328,0.1528833371256805,21.99743286712121,0.8030580548414739,0.02338796058269066,0.3842927518154966,0.13536368600567905,0.56,4.5122194,0.5074755630615434,0.5028967563110088,0.0074755630615434,0.00289675631100883,38.28313291211115,38.57554034434469,32.75771133861301,0.8152371461745105,0.14421915167095112,0.8190448583184695,0.15237596808260626
0.9695883577775797,0.0925089977269245,19.32956371362202,0.7099476937708036,0.017417974322396577,0.3844033260854885,0.5697374385798066,0.44,2.7333999,0.5010257570799475,0.5005086493905855,0.0010257570799474536,0.0005086493905854805,22.732383214358094,14.567829027843526,21.741914417711726,0.7280497690201209,0.02851402757964816,0.758266860220605,0.24694333638009322
0.9310438996112993,0.15883394238710102,28.44065247011044,0.902821223316913,0.019065065681444993,0.3732942622192174,0.08226885121864838,0.48,3.832619,0.4974424090433986,0.5007816373292062,0.0025575909566014077,0.0007816373292062195,40.74504005745927,34.3672698992035,29.004585376659776,1.0213681732228022,0.1331681034482759,0.7282135038213882,0.28211020311009416
0.8466663382587306,0.33787247786594177,17.07712551351608,0.6605848115299335,0.020155210643015523,0.3722023078565998,0.08630451212266134,0.48,2.9507456,0.5248404435945278,0.509968599971583,0.02484044359452775,0.009968599971582948,72.1700868619526,72.51786082283405,41.57889898183588,0.5567303834122017,0.21705284552845527,0.6437432992845951,0.29180926947278374
0.9479971748737374,0.14115888247230696,33.71180554840175,0.9255878787878787,0.02347979797979798,0.34827674161326333,0.17188762527233115,0.48,3.227349,0.5013645778165761,0.49603148856266754,0.0013645778165760625,0.003968511437332456,35.845024520627256,28.939284284859674,26.129111013168924,1.3215591530907957,0.06385252525252527,0.7454089769336819,0.1526199898531589
0.7890991044054081,0.4090847391804052,27.358216259966014,0.9082227583433856,0.019032971451548048,0.36707616178410307,0.06598797669449766,0.44,3.5728354,0.43161553594768987,0.49528362101449425,0.06838446405231013,0.004716378985505754,76.76380461450483,59.32626339581136,47.79332783724169,0.17666612895907832,0.2989827100924809,0.6669388088059343,0.16677394742412066
0.945909438360305,0.1239542262229966,23.482788853716016,0.8126512896825396,0.022653769841269843,0.34682101065622084,0.21000974556489263,0.48,3.6867654,0.49785249419138095,0.504152037907569,0.0021475058086190546,0.004152037907569017,29.187227399004584,54.53579733941978,26.270000161922653,1.227297741263944,0.1188764880952381,0.7361018544219724,0.21666948388373916
0.9295964209021451,0.17010340736489474,38.064161971560765,0.9333855353075171,0.044523538344722856,0.33404031479992824,0.30058231720934386,0.56,3.5625,0.4981309153094372,0.5051038483257431,0.0018690846905627945,0.005103848325743066,39.425929254820716,20.95798116831048,28.388618838058377,0.9187405213629285,0.08856586940015188,0.7471235235565157,0.18053459463832758
0.8086721875609875,0.23068364685788342,21.137179348513808,0.8233099141295862,0.02715846994535519,0.3631830599762097,0.10390289449112979,0.48,2.9611597,0.5291830718899787,0.5064305621639776,0.029183071889978707,0.006430562163977638,48.88695086463682,29.440731806776153,34.52059188285021,0.10746652114949849,0.6841822794691648,0.7578723710039657,0.17029964827645966
0.7588244919890582,0.5038207766793179,34.468249459078145,0.9399237983587339,0.027396443923407583,0.3432255092110286,0.07491367645143247,0.48,3.775394,0.5528357947755894,0.5637784831122669,0.05283579477558942,0.06377848311226686,99.5180567214969,14.984459198017838,41.63028679716693,1.1137733080488006,0.2504347401328644,0.7590712721220426,0.14042339093605058
0.962236848687911,0.10367544704625407,24.901812583103386,0.9020578054690204,0.02087140879196954,0.3470627099586116,0.4205846856568865,0.48,2.5283208,0.49881440118513515,0.5008104182828239,0.0011855988148648522,0.0008104182828239104,25.348199908443842,12.273636936571414,22.56887794712587,1.1093262954027132,0.03423589477327793,0.7614651334313743,0.1309541707091572
0.9557264603384908,0.07604134550628786,23.11271975113875,0.8966057504873295,0.019351851851851853,0.3584822092474252,0.5340333486221,0.36,2.4403803,0.5002313604785471,0.49979395923015135,0.00023136047854710462,0.00020604076984864772,18.99856892923092,15.409868202446416,21.462019028385583,1.3738594339301216,0.03346572449642626,0.8470415047991174,0.09980649591611711
0.9687841815911306,0.09659229236098286,25.206228714838687,0.8392670565302144,0.0160906432748538,0.362990328322855,0.29751163857355806,0.52,2.094576,0.5037122821144773,0.500581460128535,0.003712282114477272,0.0005814601285349941,24.240541877946903,18.64980628796521,22.113352294495613,1.4488566519738533,0.034371345029239775,0.7927821839421973,0.1707047715841753
0.9186184643372993,0.13804326108962878,26.905152709414004,0.8187916177046611,0.02901684292988641,0.3600905476041628,0.24723767117501133,0.6,3.604082,0.49869669315716947,0.5002301451848341,0.0013033068428305317,0.0002301451848341074,31.583413348474284,28.635787542051645,25.834117863652835,1.2883489769032992,0.08374951037994516,0.7485395394959387,0.1990046242917436
0.9597740124117944,0.09680374500309938,12.315684516674096,0.5428864247311828,0.019100582437275984,0.3605918189653011,0.17333700541148359,0.52,3.3573523,0.49840054663928696,0.5013651904564635,0.0015994533607130434,0.0013651904564635498,22.10004485752713,16.918241488182325,22.58565862174173,1.0553842821730597,0.05247087813620066,0.7815215336730142,0.1959643241569118
0.9616435825456721,0.12600761020754353,31.202749807844473,0.9269675654552559,0.01825615474794842,0.34558364955385046,0.17792938418040136,0.56,2.1833625,0.4988693693342972,0.5016550464584527,0.001130630665702792,0.0016550464584527136,30.84839281498561,30.698814876623132,24.60144153284864,0.6335570229084795,0.05053927315357565,0.7405308270168112,0.204686786951635
0.8421242450361893,0.38351331039351994,40.75086487340893,0.9253296165884194,0.030908646322378715,0.3657695848137089,0.11062756221424407,0.52,3.1914587,0.4929724266557243,0.522441019380896,0.007027573344275673,0.022441019380896043,82.44109787335212,14.667497220704073,37.72345668234952,1.7316506860936427,0.1622280907668231,0.7847411774772332,0.15789958193020193
0.8198703214733015,0.3136808282106136,16.04585058884754,0.5824499022482893,0.030386119257087,0.34795839868134354,0.1685846798152301,0.24,4.270464,0.4982047852488609,0.5466101361582931,0.0017952147511390848,0.046610136158293125,61.243064070014256,73.23597411765323,50.18646538637161,0.7930656044811211,0.29132453567937444,0.7185523670718662,0.24172972082329852
0.9059426091104056,0.22468138599792717,33.536633216737975,0.9360728609625668,0.026231060606060605,0.36532847498395976,0.0636604059627416,0.48,3.4151878,0.4908438648203049,0.5103057810976012,0.009156135179695102,0.010305781097601163,50.99015469611114,9.58526949841915,31.370029814342317,1.5612535783430328,0.10080993761140822,0.6763632449793097,0.10290820276472681
0.7832681858120607,0.40270759384359234,36.661269656237735,0.9297114317425084,0.030942471328153903,0.3454061303377646,0.11813280088209904,0.4,3.815712,0.5518959259799922,0.5044515318264433,0.05189592597999215,0.004451531826443311,80.69234126383166,49.91723359434281,46.54654408051198,0.17635505875721222,0.2280484646688864,0.5744812969145134,0.27624778774493336
0.8696490086592535,0.29173009120833726,22.360122122854936,0.729081799591002,0.028585889570552147,0.36554370664438207,0.14430365291310798,0.52,4.3230724,0.48768376034756405,0.49044914486733215,0.012316239652435945,0.009550855132667846,65.88182743243941,36.742765878085244,36.48020323478646,1.6571919333597587,0.15095501022494884,0.6691145102292128,0.2575443001852601
0.9384780972043855,0.19299672520156996,38.66991456698554,0.9758904109589042,0.019185692541856925,0.3271110805627607,0.047008087862237743,0.52,2.8600135,0.4887856847787127,0.5147246739878721,0.011214315221287297,0.014724673987872139,46.035506432400595,18.988179838953517,27.48309701078125,1.2910244338640076,0.06824010654490109,0.7231581785469832,0.20275307902741824
0.9260809407160525,0.20937161933148749,30.192106600716084,0.9177661589230496,0.02450598121780184,0.3419137587602981,0.18997834667087962,0.52,3.6022348,0.4978928950439016,0.5036118074339841,0.0021071049560983934,0.003611807433984149,49.91834265383696,32.02510685600642,29.714267258597914,1.4825883196303309,0.08507540880938691,0.7861809657450555,0.13821984482930436
0.8151005793552772,0.3299216662427362,26.498449105454448,0.7603607536764706,0.032810968137254905,0.36099464215327515,0.1394977863081507,0.44,2.4039266,0.5438178961522746,0.508025065995034,0.043817896152274605,0.008025065995034053,61.977558869057866,37.6823366497168,43.63819693638101,0.14232173898018657,0.25386106004901965,0.6998571284612678,0.09393585540238178
0.9239439017169923,0.18246956337334755,35.51542520135661,0.9465045885139135,0.03372187685020722,0.35437402574486665,0.1583694435737587,0.52,3.577709,0.49251433836856195,0.5047740282973945,0.007485661631438045,0.004774028297394484,42.54883485473991,39.118069405273104,32.389238079885544,1.1815065923264787,0.18408525754884542,0.7551719643025039,0.1795513286118402
0.9156227446329132,0.19242160415078277,21.39110655201895,0.7696053145760062,0.027607463853067605,0.3537391448011725,0.08989886138120742,0.44,2.55532,0.49964206860496657,0.5142377977261393,0.0003579313950334284,0.014237797726139312,39.982729457195965,60.908941129772124,30.82674826364,0.03556297274189374,0.14679855412270415,0.7475848462448405,0.1802802476880207
0.7390503110060843,0.4257983376862699,29.960804033709728,0.7801043024771839,0.04597240330291178,0.3539036745404966,0.18311296452522774,0.56,2.8067153,0.5062899990726448,0.5322559297553873,0.006289999072644825,0.03225592975538727,78.70642046888551,46.756323931971,52.46566441035547,0.3163317151388625,0.3526651455888744,0.6493558487084857,0.23370337388483395
0.9530462712892557,0.12209074534733631,45.56883675151117,0.9488513847675569,0.040478486646884276,0.315700430893027,0.29623783479761834,0.4,2.6202803,0.4997259333378229,0.5028417334630959,0.0002740666621771082,0.002841733463095908,29.571850245428987,19.172053502725788,24.311159361704355,1.3866093404107334,0.06563180019782389,0.7559574433294002,0.16876937249756702
0.8943812432835091,0.2147665018007395,20.976148722921003,0.7660277452129738,0.0248915592028136,0.3681775082711671,0.13138593506961205,0.52,3.6943326,0.5078183276721375,0.5088720212137877,0.007818327672137526,0.008872021213787717,51.852048591987156,69.36417311430793,38.41213750965163,1.5141191083621854,0.1823114497850723,0.8169379723659606,0.15256095241957557
0.9340038948014361,0.20954843349139027,37.876449025451734,0.949673700664322,0.029314185228604923,0.36098134346155714,0.06028455891930825,0.48,2.1147785,0.5120867744578648,0.49273476626198565,0.012086774457864768,0.007265233738014354,50.080923549606176,14.092915267059114,27.951463432627122,0.7086121582273551,0.08094763579523256,0.7499632391773573,0.1514407963237935
